NatID,SMILES
949,C=C1C(=O)O[C@@H]2[C@@H](O)/C(C)=C\[C@@H](OC(C)(C)C(=C)C)C[C@@H](C)C[C@H](OC(=O)/C(C)=C\C)[C@@H]12
950,C=C1C(=O)O[C@@H]2[C@H]3O[C@](OC)(C=C3C)C[C@H](C)C[C@H](OC(=O)/C(C)=C\C)[C@@H]12
951,C=C(C)C(=O)O[C@H]1C[C@H](C)C[C@H](OC(C)(C)C(=C)C)/C=C(/C)[C@H](O)[C@H]2OC(=O)C(=C)[C@H]12
952,C=C1C(=O)O[C@@H]2[C@H]3O[C@](O)(C=C3C)C[C@H](C)C[C@H](OC(=O)/C(C)=C\C)[C@@H]12
953,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@H]3C[C@H]12
954,N[C@@H](Cc1ccc(O)cc1)C(=O)O
955,CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccccc1)CC2=O
956,C=CC(C)(C)c1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)c(O)cc1O
957,CC1=CC[C@H]2C(C)(C)[C@H](O)[C@H](O)C[C@]2(C)[C@H]1CC[C@H](C)CC(=O)O
958,COC(=O)C[C@@H](C)CC[C@H]1C(C)=CC[C@H]2C(C)(C)C(=O)CC[C@]12C
959,COC(=O)C[C@@H](C)CC[C@H]1C(C)=CC[C@H]2C(C)(C)[C@H](O)[C@H](O)C[C@]12C
960,CC1=CC[C@H]2C(C)(C)C(=O)CC[C@]2(C)[C@H]1CC[C@H](C)CC(=O)O
961,COC(=O)C[C@@H](C)CC[C@H]1C(C)=CC[C@H]2C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]12C
962,CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CC[C@H](C)CC(=O)O
963,COC(=O)C[C@@H](C)CC[C@H]1C(C)=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]12C
964,COC(=O)C[C@@H](C)CC[C@H]1C(C)=CC[C@H]2C(C)(C)[C@H](O)[C@H](OS(C)(=O)=O)C[C@]12C
965,CC(=O)O[C@@H]1C[C@]2(C)CC[C@@]3(C(=O)O)[C@@H](CC[C@@H]3C(C)C)[C@@H]2C=C[C@]1(C)O
966,CC1=CC[C@H]2[C@@H]3CC[C@H](C(C)C)[C@@]3(C(=O)O)CC[C@@]2(C)CC1=O
967,CC(C)C1=C(O)C(=O)C2=C(C=C[C@@H]3[C@]4(C)CCC[C@]23COC4=O)C1=O
968,CC/C=C(\OC(C)=O)C1=C(OC(C)=O)C(C)(CC=C(C)C)C(OC(C)=O)=C(Cc2c(OC)cc(OC(C)=O)c(C(=O)CCC)c2OC(C)=O)C1=O
969,CC/C=C(\OC(C)=O)C1=C(OC(C)=O)C(C)(CC=C(C)C)C(OC(C)=O)=C(Cc2c(OC)cc(OC(C)=O)c(C(=O)CCCCC)c2OC(C)=O)C1=O
970,CCCCCC(=O)c1c(O)cc(OC)c(CC2=C(O)C(C)(CC=C(C)C)C(O)=C(C(=O)CCC)C2=O)c1O
971,C=C1C(=O)O[C@H]2C[C@H](C)C(CCC(C)=O)=CC[C@H]12
972,C=C1C(=O)O[C@H]2C[C@H](C)C([C@H](C[C@H](C)O)OC(C)=O)=CC[C@H]12
973,C=C1C(=O)O[C@H]2C[C@H](C)[C@](O)(C=CCC)[C@H](OC(=O)c3cccc(Cl)c3)C[C@H]12
974,CC(=O)O[C@@H](C[C@H](C)O)C1=CC[C@@H]2C(CN3CCCCC3)C(=O)O[C@H]2C[C@@H]1C
975,C=C1C(=O)O[C@H]2C[C@H](C)[C@@]3(C=CCC)O[C@H]3C[C@H]12
976,COCC1C(=O)O[C@H]2C[C@H](C)C(C=CC(C)=O)=CC[C@H]12
977,C=C1C(=O)O[C@H]2C[C@H](C)C(C(O)CC(C)=O)=CC[C@H]12
978,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21
979,C=CC(C)(C)c1cc([C@@H]2CC(=O)c3c(cc(O)c(CC=C(C)C)c3O)O2)c(O)cc1O
980,C=C1C(=O)O[C@@H]2/C=C(/CO)CC/C=C(/C=O)[C@H](OC(C)=O)[C@@H](OC(=O)C(C)CC)[C@@H]12
981,C=C[C@]1(C)[C@@H](O)CCC(=C)[C@@H]1/C=C/C(C)C
982,CC1=CC[C@H]2[C@@H]3[C@H](C(C)C)CC[C@@]2(C)[C@H]13
983,CC1=C[C@@H]2C(=C(C)CC[C@H]2C(C)C)CC1
984,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
985,CC(=O)OC/C=C(\C)CCC=C(C)C
986,C=C(C)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1
987,CC1=C[C@@H]2[C@H](CC1)C(C)=CC[C@H]2C(C)C
988,C=C1CC[C@H](C(C)C)[C@H]2C=C(C)CC[C@@H]12
989,C=C1CCC[C@]2(C)CC[C@@H](C(C)(C)O)C[C@@H]12
990,CC(=O)OC/C=C(/C)CCC=C(C)C
991,C=C[C@]1(C)CC[C@@H](C(C)(C)O)C[C@H]1C(=C)C
992,C=C(C)[C@@H]1CC[C@@]2(C)CCC=C(C)[C@@H]2C1
993,C=C1[C@@H](O)C[C@H]2C[C@@H]1C2(C)C
994,CC1=C[C@H]2[C@H](C(C)C)CC[C@](C)(O)[C@H]2CC1
995,CC1=C2C[C@H](C(C)(C)O)CC[C@@]2(C)CCC1
996,CC1=CCC[C@]2(C)CC[C@@H](C(C)(C)O)C[C@@H]12
997,C=C(C)[C@@H]1CC[C@@]2(C)CCC(=O)C(C)=C2C1
998,C=C1[C@@H](OC(C)=O)C[C@H]2C[C@@H]1C2(C)C
999,C[C@@H]1CC[C@@H]2[C@@H]1C[C@H]1CC[C@]2(C)OC1(C)C
1000,C[C@H]1CC[C@@H]2C[C@]3(OC2(C)C)[C@H](C)CC[C@H]13
1001,CC1(C)C2C[C@H]3[C@@]14C=CCC(C)(C)[C@]34C2
1002,C=C(C)[C@@H]1Oc2ccc(C(C)=O)cc2[C@H]1OC(C)=O
1003,C=C(C)[C@@H]1Oc2ccc(C(C)=O)cc2[C@H]1OC(=O)/C(C)=C\C
1004,CC(=O)OC/C=C(/CC[C@@]1(C)[C@H](C)CC[C@]2(C)C(C(=O)O[C@@H]3O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)=CCC[C@@H]21)COC(C)=O
1005,C[C@]12C[C@H](c3ccoc3)OC(=O)[C@@H]1CC[C@@]13COC(=O)C1=CCC[C@@H]32
1006,C[C@]12C[C@@H](c3ccoc3)OC(=O)[C@@H]1CC[C@@]13COC(=O)C1=CCC[C@@H]32
1007,C[C@@H]1CC[C@]2(C)C(C(=O)O)=CCC[C@@H]2[C@@]1(C)CCC1=CC(=O)OC1
1008,C[C@@H]1CC[C@]2(C)C(C(=O)O)=CCC[C@@H]2[C@@]1(C)CCC1COC(=O)C1
1009,CC1=CC(=O)C2=C(C)CC[C@@H]3[C@H](OC(=O)[C@@H]3C)[C@@H]12
1010,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](OC(C)=O)[C@H]12
1011,C[C@@H]1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)CCC(=O)[C@@]21C
1012,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3CCC(=O)[C@@]3(C)[C@@H](O)[C@H]12
1013,C[C@@H]1C[C@H]2OC(=O)[C@H](C)[C@H]2[C@H](O)[C@]2(C)C(=O)CC[C@@H]12
1014,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](OC(=O)CCC(=O)O[C@H]3[C@@H]4C(=C)C(=O)O[C@@H]4C[C@@H](C)[C@@H]4C=CC(=O)[C@@]34C)[C@H]12
1015,C=C1C(=O)O[C@@H]2C[C@@H](C)C3=CCC(=O)[C@@]3(C)[C@@H](OC(C)=O)[C@H]12
1016,C[C@H]1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](O)[C@@H]21
1017,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](OC(=O)CCC(=O)O)[C@H]12
1018,C=C1C(=O)O[C@H]2C[C@H](C)[C@H]3CCC(C)=C3[C@H](O)[C@@H]12
1019,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](OC(=O)CN)[C@H]12
1020,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](OC(=O)CNC(=O)C(F)(F)F)[C@H]12
1021,C=C1C(=O)O[C@@H]2[C@@H]1[C@@H](OC(C)=O)[C@@]1(C)[C@@H]([C@@H](OC(=O)/C(C)=C\C)C[C@H]1O)[C@H](C)[C@H]2O
1022,C=C1C[C@H](OC(=O)/C(C)=C\C)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2C(=C)[C@@H](O)C[C@@H]12
1023,COC(=O)C1=C[C@H]2C[C@H]3[C@]1(CC[C@@H](C)[C@]3(C)CCc1ccoc1)CO2
1024,CCCC(=O)C1=C(O)C(C)(CC=C(C)C)C(O)=C(Cc2c(O)c(C(=O)CCC)c(O)c(C)c2OC)C1=O
1025,C=C(C)C(=O)O[C@H]1C[C@@]2(C)OC(=CC2=O)/C(CO)=C\[C@H]2OC(=O)C(=C)[C@H]12
1026,C=C1C(=O)O[C@@H]2/C=C(/CO)C3=CC(=O)[C@@](C)(C[C@H](OC(=O)/C(C)=C\C)[C@@H]12)O3
1027,C=C1C2=CC(=O)[C@@](C)(C[C@H](OC(=O)/C(C)=C\C)[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]1O)O2
1028,C=C1C2=CC(=O)[C@@](C)(C[C@H](OC(=O)/C(C)=C/C)[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]1O)O2
1029,C=C1C(=O)O[C@@H]2/C=C(/CO)C3=CC(=O)[C@@](C)(C[C@H](OC(=O)C4(C)CO4)[C@@H]12)O3
1030,CC(=O)O[C@H]1CC[C@H]2C(=O)c3occ(C)c3C[C@]2(C)[C@H]1C
1031,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN(C)CC[C@@H](OC1=O)C2=O
1032,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CC[N+]3([O-])CC[C@@H](OC1=O)[C@@H]23
1033,CC(C)=CC(=O)O[C@H]1CC[C@H]2C(=O)c3occ(C)c3C[C@]2(C)[C@H]1C
1034,C=C/C=C/C=C\CCCCC
1035,C=C/C=C/C=C/CCCCC
1036,CCCCC/C=C\[C@H]1CC=CC(=O)O1
1037,CCCCCCCC/C=C\CCCCCCCC(=O)O
1038,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2
1039,C=C/C(C)=C/CC=C(C)C
1040,C=CC(=C)CC/C=C(\C)CCC=C(C)C
1041,C=C/C(C)=C\CC=C(C)C
1042,C=C1CC[C@@H]2[C@H]1[C@H]1[C@H](C(C)C)CC[C@@]21C
1043,C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C
1044,C=C[C@@]1(C)CCC(C(C)C)=C[C@@H]1C(=C)C
1045,CC(C)=CCC[C@]1(C)[C@H]2CC=C(C)[C@@H]1C2
1046,C=C1CC/C=C(/C)CC[C@@H]2[C@@H]1CC2(C)C
1047,C=C1CC[C@@H]2[C@H](C)CC[C@@H]3[C@H]([C@H]12)C3(C)C
1048,CC1=CCC[C@]2(C)CCC(=C(C)C)C[C@@H]12
1049,CC1=C2C[C@H]3CC[C@@H](C)[C@]2(CC1)C3(C)C
1050,CC1(C)[C@H]2CC[C@]1(C)[C@@H](OC=O)C2
1051,C[C@@H]1CCC[C@]23C[C@@H]4[C@H](C[C@@]12C)[C@]4(C)C3
1052,C=C/C=C\C=C\CCCCC
1053,C/C=C\C=C/C=C/CCCC
1054,CC(=O)[C@H]1CC[C@@H]2[C@@H]1[C@H](C(C)C)CC[C@@]2(C)O
1055,C=CC(C)(O)CC[C@@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CC(=O)C[C@H]12
1056,C=C[C@](C)(O)CC[C@@]1(C)[C@H](C)CC[C@]2(C)[C@@H]1CC[C@@H](O)[C@]2(C)O
1057,C=C[C@@](C)(CC[C@@]1(C)[C@H](C)CC[C@]2(C)[C@@H]1CC[C@@H](OC(C)=O)[C@]2(C)O)OC(C)=O
1058,C=C[C@](C)(O)CC[C@@]1(C)[C@H](C)CC[C@]2(C)[C@@H]1CC[C@@H](OC(C)=O)[C@]2(C)O
1059,C[C@@H]1CC[C@]2(C)[C@H](CC[C@@H](O)[C@]2(C)O)[C@@]1(C)CC[C@@](C)(O)[C@@H]1CO1
1060,CCCC(=O)C1=C(O)[C@](C)(C/C=C(\C)CCC=C(C)C)C(O)=C(Cc2c(O)c3c(c(C(=O)CCC)c2O)OC(C)(C)C=C3)C1=O
1061,CC/C=C(/OC(C)=O)C1=C(OC(C)=O)[C@](C)(C/C=C(\C)CCC=C(C)C)C(OC(C)=O)=C(Cc2c3c(c(OC(C)=O)c(C(=O)CCC)c2OC(C)=O)C=CC(C)(C)O3)C1=O
1062,CC/C=C(/OC(C)=O)C1=C(OC(C)=O)[C@](C)(C/C=C(\C)CCC=C(C)C)C(OC(C)=O)=C(Cc2c(OC(C)=O)c3c(c(C(=O)CCC)c2OC(C)=O)OC(C)(C)C=C3)C1=O
1063,CCCC(=O)C1=C(O)[C@](C)(C/C=C(\C)CCC=C(C)C)C(O)=C(Cc2c(O)c(Cc3c(O)c4c(c(C(=O)CCC)c3O)OC(C)(C)C=C4)c(O)c(C(=O)CCC)c2O)C1=O
1064,CCCC(=O)C1=C(O)[C@](C)(C/C=C(\C)CCC=C(C)C)C(O)=C(Cc2c(O)c(C(=O)CCC)c(O)c3c2OC(C)(C)C(O)C3)C1=O
1065,CCCC(=O)C1=C(O)[C@](C)(C/C=C(\C)CCC=C(C)C)C(O)=C(Cc2c(O)c(C(=O)CCC)c(O)c3c2OC(C)(C)C=C3)C1=O
1066,CCCC(=O)C1=C(O)[C@](C)(C/C=C(\C)CCC=C(C)C)C(O)=C(Cc2c(O)c3c(c(C(=O)CCC)c2O)OC(C)(CCC=C(C)C)C=C3)C1=O
1067,CCCC(=O)C1=C(O)[C@](C)(C/C=C(\C)C/C=C/C(C)(C)O)C(O)=C(Cc2cc(C(=O)CCC)c3c(c2O)C=CC(C)(C)O3)C1=O
1068,C=C(CCC=C(C)C)[C@@H]1CC=C(C)CC1
1069,C=C1CC[C@@H]2[C@H]([C@@H]3[C@H](C)CC[C@@H]13)C2(C)C
1070,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C
1071,C=C1CC[C@@H]2[C@H]([C@H]3[C@@H]1CC[C@H]3C)C2(C)C
1072,CC(C)[C@@]12CC[C@](C)(O)[C@@H]1C2
1073,C=C[C@]1(C)CC[C@H](C(C)(C)O)O1
1074,CC(C)[C@@]12CC[C@@](C)(O)[C@@H]1C2
1075,C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1
1076,CC1=CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C
1077,C[C@H]1CC[C@@H](C(C)(C)O)CC2=C1CC[C@@H]2C
1078,C=C[C@]1(C)CC[C@@H](C(C)(C)O)O1
1079,CC1=C[C@@H](O)[C@H]2C[C@@H]1C2(C)C
1080,CC(C)[C@@H]1C=C[C@@](C)(O)CC1
1081,CC1=C[C@@H]2[C@H](CC1)C(C)=CC[C@@H]2C(C)C
1082,CC1=C[C@@H](O)[C@H](C(C)C)CC1
1083,CC1=C[C@H](O)[C@H](C(C)C)CC1
1084,Cc1ccc2c(c1)[C@H](C(C)C)CC[C@@H]2C
1085,CC1=C2CC[C@H](C)[C@@H]2C[C@H](C(C)(C)O)CC1
1086,CC/C=C\CCOC(=O)C(C)CC
1087,C=C1CC[C@@H](C(=C)C)C[C@H]1O
1088,C=C1CC[C@@H]2[C@H](CC2(C)C)C(=C)C[C@H](O)C1
1089,C[C@@H]1CC[C@@H]2C1=CC(C)(C)C[C@H]1C[C@]12C
1090,C[C@@H]1CC=C2C1=CC(C)(C)C[C@H]1C[C@@]21C
1091,C[C@@H]1CC=C2[C@H]1CC(C)(C)C[C@H]1C[C@@]21C
1092,C=C1CCC=C(C)C[C@H]2CC(C)(C)C[C@H]12
1093,C[C@@H]1CC(=O)C2=C1C(=O)C(C)(C)C[C@H]1C[C@@]21C
1094,C[C@@H]1CC[C@]2(O)[C@@H](C1=O)C(C)(C)C[C@H]1C[C@]12C
1095,C[C@@H]1CC[C@]2(O)C1=CC(C)(C)C[C@H]1C[C@]12C
1096,CC1=CCC[C@](C)(O)[C@@H]2CC(C)(C)C[C@@H]2C1
1097,C[C@@H]1CC[C@]2(O)[C@H](C1=O)C(C)(C)C[C@H]1C[C@]12C
1098,C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@@H]5OC=C[C@@]54O)[C@@H]4[C@@](O)(C(=O)OC)OC[C@@]14[C@@H]32
1099,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@H]1CCC(=O)O[C@]12C
1100,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@H]3C[C@H](O)[C@H](O)[C@@]3(C)C[C@H]12
1101,C[C@@H]1CC[C@@]2(CO)C(C(=O)O)=CC=C[C@@H]2[C@@]1(C)CCc1ccoc1
1102,COC(=O)C1=CC=C[C@H]2[C@@]1(COC(C)=O)CC[C@@H](C)[C@]2(C)CCc1ccoc1
1103,COc1c2c(c3oc(=O)ccc3c1OC)OC(C(C)(C)O)CO2
1104,CC(C)=CCC/C(=C\CC/C(=C\CCc1ccoc1)C(=O)O)C(=O)O
1105,COC(=O)/C(=C/CC/C(=C\CCc1ccoc1)C(=O)OC)CCC=C(C)C
1106,CC(C)=CCC/C(=C\CC/C(=C\CCc1ccoc1)CO)CO
1107,COC(=O)/C(=C/CCc1ccoc1)CC/C=C(\CC[C@H](O)C(C)(C)O)C(=O)OC
1108,CC(C)=CCC/C(C=O)=C\CC/C(C=O)=C\CCc1ccoc1
1109,CC(=O)OC/C(=C/CC/C(=C\CCc1ccoc1)COC(C)=O)CCC=C(C)C
1110,COC(=O)/C(=C/CC/C(=C\CCc1ccoc1)C(=O)OC)CC/C=C(/C)COC(C)=O
1111,CC(=O)OC/C(C)=C\CC/C(=C\CC/C(=C\CCc1ccoc1)C(=O)O)C(=O)O
1112,O=C(OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(COC(=O)c4ccccc4)O[C@H]2[C@@H]3OC(=O)c2ccccc2)[C@H](O)[C@@H](OC(=O)c2ccccc2)[C@@H]1OC(=O)c1ccccc1)c1ccccc1
1113,CC(=O)OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(COC(C)=O)O[C@H]2[C@@H]3OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
1114,C=C1C(=O)O[C@@H]2C[C@]3(C)C(=C[C@@H]12)[C@@H](C)C[C@H](O)[C@H]3O
1115,C=C1C(=O)O[C@@H]2C[C@]3(C)[C@@H](C[C@@H]12)C(=C)C[C@H](O)[C@H]3O
1116,CC(=O)OC[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1
1117,C=C1C[C@H](O)[C@@H](O)[C@]2(C)C[C@H]3OC(=O)C(=C)[C@H]3C[C@@H]12
1118,C=C1C(=O)O[C@@H]2C[C@]3(C)C(=C[C@H]12)[C@@H](C)C[C@H](O)[C@H]3O
1119,C=C1C(=O)O[C@@H]2CC(CO)=C3CC[C@@](C)(O)[C@@H]3C[C@H]12
1120,COC[C@@H]1C(=O)O[C@@H]2[C@H]1CCC(C)=C(CCC(=O)OC)[C@@]2(C)O
1121,C/C=C(\C)C(=O)O[C@H]1C[C@@H](C)[C@]2(O)CC[C@](C)(/C=C3/OC(=O)C(COC(C)=O)=C31)O2
1122,C=C(C)C(=O)O[C@H]1C[C@@H](C)[C@]2(O)CC[C@](C)(/C=C3/OC(=O)C(COC(C)=O)=C31)O2
1123,C/C=C(\C)C(=O)O[C@H]1C[C@@H](C)[C@]2(O)CC[C@](C)(/C=C3/OC(=O)C(CO)=C31)O2
1124,C=C(C)C(=O)O[C@H]1C[C@@H](C)[C@]2(O)CC[C@](C)(/C=C3/OC(=O)C(CO)=C31)O2
1125,CC(=O)OCC1=C2/C(=C\[C@@]3(C)CC[C@](O)(O3)[C@H](C)C[C@@H]2O)OC1=O
1126,C/C=C(\C)C(=O)O[C@H]1C[C@@H](C)C(=O)CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(COC(C)=O)=C12
1127,CC(=O)OCC1=C2/C(=C\[C@@]3(C)CC[C@](O)(O3)[C@H](C)C[C@@H]2OC(=O)C=C(C)C)OC1=O
1128,C=C(C)C(=O)O[C@H]1C[C@@]2(C)O[C@@H]2CC[C@@](C)(O)/C=C2/OC(=O)C(COC(C)=O)=C21
1129,C=C(C)C(=O)O[C@H]1C[C@@H](C)C(=O)CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(COC(C)=O)=C12
1130,C=C(C)C(=O)O[C@H]1C[C@@](C)(O)[C@@H]2CC[C@](C)(/C=C3/OC(=O)C(COC(C)=O)=C31)O2
1131,C=C1C(=O)O[C@@H]2[C@@H](O)[C@@](C)(O)C[C@@H]3C(=O)[C@](C)(O)C[C@H](OC(=O)/C(C)=C/C)[C@]132
1132,C=C(C)C(=O)O[C@H]1C[C@@H](C)C(=O)[C@H]2C[C@](C)(O)[C@H](O)[C@H]3OC(=O)C(=C)[C@@]123
1133,CC(=O)OCC1=C2/C(=C\[C@@]3(C)CC[C@H](O3)[C@](C)(O)C[C@@H]2OC(=O)C=C(C)C)OC1=O
1134,CC(=O)OCC1=C2/C(=C\[C@](C)(O)CC[C@H]3O[C@]3(C)C[C@@H]2OC(=O)C=C(C)C)OC1=O
1135,CC1=CCC(=O)[C@]2(C)CC[C@H]3[C@](C)(O)C(=O)O[C@@]34O[C@@]142
1136,C=C(C)C(=O)O[C@H]1C[C@@H](C)[C@]2(OC(C)=O)CC[C@](C)(/C=C3/OC(=O)C(COC(C)=O)=C31)O2
1137,CC(=O)O[C@H]1C[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1C1=CC(=O)OC1
1138,CO[C@H]1[C@@H](O)[C@@H](C)O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)[C@@H]1O
1139,CO[C@H]1[C@@H](O)[C@@H](C)O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)[C@@H](OC(C)=O)C[C@]5(O)[C@@H]4CC[C@@H]3C2)[C@@H]1O
1140,CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
1141,CO[C@H]1C[C@H](O[C@H]2[C@@H](OC)C[C@H](O[C@H]3CC[C@]4(C)[C@H]5CC[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@H]5CC[C@@H]4C3)O[C@@H]2C)O[C@H](C)[C@H]1O[C@H]1C[C@@H](OC)[C@@H](O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1
1142,CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
1143,CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)[C@@H](OC(C)=O)C[C@]5(O)[C@@H]4CC[C@@H]3C2)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
1144,CC1(C)C[C@@H](O)C[C@@]2(C)OC(=O)C=C12
1145,CC(=O)OCC1=C2/C(=C\[C@@]3(C)CC[C@](O)(O3)[C@](C)(O)C[C@@H]2OC(C)=O)OC1=O
1146,CC(=O)OCC1=C2/C(=C\[C@@]3(C)CC[C@](O)(O3)[C@](C)(O)C[C@H]2O)OC1=O
1147,CCOCC1=C2/C(=C\[C@@]3(C)CC[C@](O)(O3)[C@](C)(O)C[C@@H]2OC(C)=O)OC1=O
1148,CCC(=O)O[C@H]1C[C@@](C)(O)[C@]2(O)CC[C@](C)(/C=C3/OC(=O)C(COC(C)=O)=C31)O2
1149,C=C(CO)[C@@H]1CC[C@@]2(C)C[C@@H](O)C[C@@H](C)[C@@H]2C1
1150,CC(=O)O[C@]1(C)C[C@H](O)C2=C(CO)C(=O)O/C2=C/[C@@]2(C)CC[C@]1(O)O2
1151,C=C1C(=O)O[C@H]2C/C(COC(C)=O)=C\C/C=C(/COC(=O)CC(C)C)[C@H](O)C[C@H]12
1152,C=C1C(=O)O[C@H]2C/C(COC(C)=O)=C\C/C=C(/COC(=O)C=C(C)C)[C@H](O)C[C@H]12
